Atom Num Conju-All Ratio,AtomWt Conju-All Ratio,Atom_PEOE-Charge_Sum,Atom_LogP_Sum,Atom_MR_Sum,Atom_PEOE-Charge_Mean,Atom_LogP_Mean,Atom_MR_Mean,Atom_PEOE-Charge_Std,Atom_LogP_Std,Atom_MR_Std,Atom_PEOE-Charge_Max,Atom_LogP_Max,Atom_MR_Max,Atom_PEOE-Charge_Min,Atom_LogP_Min,Atom_MR_Min,Atom_PEOE-Charge_Delta,Atom_LogP_Delta,Atom_MR_Delta
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
